source,target,aerial_distance_m,road_distance_m,duration_s,weight
BTP063 - Siddalingaiah Circle,BTP078 - NR Square Junction,1376.1,2610.2,292.4,0.000383
BTP063 - Siddalingaiah Circle,BTP047 - Vidhan Soudha Metro Station,1029.5,1977.2,351.7,0.000506
BTP063 - Siddalingaiah Circle,BTP041 - Gopal Gowda Circle,947.8,1286.0,197.8,0.000777
BTP063 - Siddalingaiah Circle,BTP052 - CID Carlton House Junction,1430.5,2140.8,323.9,0.000467
BTP063 - Siddalingaiah Circle,BTP171 - Indian Express (Balekundri),1656.3,2581.3,429.0,0.000387
BTP063 - Siddalingaiah Circle,BTP036 - Police Thimmaiah Circle (GPO),1090.4,2016.8,224.4,0.000496
BTP063 - Siddalingaiah Circle,BTP075 - Police Corner,1167.9,2015.5,222.9,0.000496
BTP063 - Siddalingaiah Circle,"BTP102 - BMTC Junction, KH Road",1833.5,2472.2,291.8,0.000404
BTP063 - Siddalingaiah Circle,BTP077 - Halasuru Gate Junction,1171.7,1790.2,197.6,0.000558
BTP063 - Siddalingaiah Circle,BTP203 - RRMR Junction,565.4,1051.4,139.4,0.00095
BTP063 - Siddalingaiah Circle,BTP035 - Basaweshwara Circle (LH) Junction,1724.3,2714.1,286.4,0.000368
"BTP022 - Marenahalli Junction, Vijayanagar","BTP016 - 5th Main Road, RPC Layout",410.9,610.3,111.9,0.001636
"BTP022 - Marenahalli Junction, Vijayanagar",BTP071 - Prasanna Junction,1770.5,2361.7,318.3,0.000423
"BTP022 - Marenahalli Junction, Vijayanagar",BTP020 - Hosahalli Metro Station,1102.7,1719.7,289.9,0.000581
"BTP022 - Marenahalli Junction, Vijayanagar",BTP069 - MC Circle,1336.8,1734.6,221.0,0.000576
"BTP022 - Marenahalli Junction, Vijayanagar","BTP070 - Cholurpalya Junction, Magadi Road",1612.0,2068.0,313.0,0.000483
"BTP022 - Marenahalli Junction, Vijayanagar","BTP095 - Satellite Bus Stand, Mysore Road",1812.9,3070.6,369.9,0.000326
"BTP022 - Marenahalli Junction, Vijayanagar",BTP096 - Gali Anjaneya Temple,1864.1,2662.1,326.1,0.000376
"BTP022 - Marenahalli Junction, Vijayanagar",BTP028 - Vijayanagar Bus Stand Junction,445.1,651.6,97.6,0.001532
"BTP022 - Marenahalli Junction, Vijayanagar",BTP017 - Attiguppe Circle,1192.5,1678.3,251.2,0.000595
"BTP022 - Marenahalli Junction, Vijayanagar",BTP067 - Jai Muni Rao Circle,1263.1,1666.8,214.8,0.0006
"BTP022 - Marenahalli Junction, Vijayanagar","BTP094 - Sri Skanda Complex, Mysore Road",1767.8,2255.0,365.2,0.000443
"BTP022 - Marenahalli Junction, Vijayanagar",BTP068 - Veeresh Theatre Junction,1345.2,1753.2,221.4,0.00057
"BTP022 - Marenahalli Junction, Vijayanagar",BTP214 - 5th Main Chamrajpet  Junction,1764.6,1980.8,326.7,0.000505
"BTP022 - Marenahalli Junction, Vijayanagar","BTP025 - Puttamma Choultry, Nagarbhavi",1111.6,1504.2,269.1,0.000664
"BTP016 - 5th Main Road, RPC Layout",BTP071 - Prasanna Junction,1842.2,2777.3,358.4,0.00036
"BTP016 - 5th Main Road, RPC Layout",BTP020 - Hosahalli Metro Station,1277.0,2102.6,307.4,0.000475
"BTP016 - 5th Main Road, RPC Layout",BTP069 - MC Circle,1478.4,2150.1,261.1,0.000465
"BTP016 - 5th Main Road, RPC Layout","BTP070 - Cholurpalya Junction, Magadi Road",1676.9,2086.5,314.8,0.000479
"BTP016 - 5th Main Road, RPC Layout","BTP095 - Satellite Bus Stand, Mysore Road",1405.4,2546.5,309.2,0.000393
"BTP016 - 5th Main Road, RPC Layout",BTP096 - Gali Anjaneya Temple,1453.5,2137.9,265.4,0.000468
"BTP016 - 5th Main Road, RPC Layout",BTP028 - Vijayanagar Bus Stand Junction,814.6,1067.1,137.7,0.000936
"BTP016 - 5th Main Road, RPC Layout",BTP017 - Attiguppe Circle,1029.3,1386.1,193.5,0.000721
"BTP016 - 5th Main Road, RPC Layout",BTP067 - Jai Muni Rao Circle,1568.1,2082.4,254.9,0.00048
"BTP016 - 5th Main Road, RPC Layout","BTP094 - Sri Skanda Complex, Mysore Road",1384.0,2782.3,330.1,0.000359
"BTP016 - 5th Main Road, RPC Layout",BTP068 - Veeresh Theatre Junction,1576.5,2168.7,261.5,0.000461
"BTP016 - 5th Main Road, RPC Layout",BTP214 - 5th Main Chamrajpet  Junction,1594.2,1991.1,333.7,0.000502
"BTP016 - 5th Main Road, RPC Layout","BTP093 - Toll Gate, Mysore Road",1709.0,2632.1,414.9,0.00038
"BTP016 - 5th Main Road, RPC Layout","BTP025 - Puttamma Choultry, Nagarbhavi",1493.6,1919.7,309.2,0.000521
"BTP083 - AS Char Street, Mysore Road",BTP082 - KR Market Junction,381.3,648.5,88.7,0.00154
"BTP083 - AS Char Street, Mysore Road",BTP058 - Subbanna Junction,1472.1,1831.6,243.0,0.000546
"BTP083 - AS Char Street, Mysore Road",BTP064 - Devanga Hostel Junction,1729.9,3424.2,386.8,0.000292
"BTP083 - AS Char Street, Mysore Road",BTP045 - Danvanthri Road Junction,1181.1,1779.6,247.7,0.000562
"BTP083 - AS Char Street, Mysore Road",BTP048 - Shanthala Junction,1233.7,1792.6,241.6,0.000558
"BTP083 - AS Char Street, Mysore Road","BTP080 - NR Road, SP Road Junction",976.9,1323.9,166.3,0.000755
"BTP083 - AS Char Street, Mysore Road","BTP168 - MSR Building, JC Road",1221.0,1965.1,282.1,0.000509
"BTP083 - AS Char Street, Mysore Road",BTP104 - Medical College Circle,802.4,1259.4,190.2,0.000793
"BTP083 - AS Char Street, Mysore Road",BTP119 - Minerva Circle,1413.1,2169.0,330.0,0.000461
"BTP083 - AS Char Street, Mysore Road",BTP118 - Basappa Circle,982.8,1302.3,159.7,0.000767
"BTP083 - AS Char Street, Mysore Road",BTP076 - Hudson Circle,1570.9,2186.6,241.1,0.000457
"BTP083 - AS Char Street, Mysore Road",BTP079 - Town Hall Junction,1141.4,1568.3,210.4,0.000637
"BTP083 - AS Char Street, Mysore Road",BTP180 - Swagath Poornima Theatre,1549.7,2708.7,309.7,0.000369
"BTP083 - AS Char Street, Mysore Road",BTP192 - Urvashi Theater,1676.4,3115.7,343.3,0.000321
"BTP083 - AS Char Street, Mysore Road",BTP074 - Leprosy Hospital Junction,1719.9,2106.7,278.5,0.000474
"BTP083 - AS Char Street, Mysore Road",BTP037 - KR Circle,1728.2,2787.6,357.9,0.000359
"BTP083 - AS Char Street, Mysore Road",BTP167 - JC Road Junction,1174.5,1470.9,217.3,0.000679
"BTP083 - AS Char Street, Mysore Road",BTP078 - NR Square Junction,1194.1,1717.4,216.7,0.000582
"BTP083 - AS Char Street, Mysore Road",BTP106 - VV Puram College,1511.7,2401.0,306.1,0.000416
"BTP083 - AS Char Street, Mysore Road",BTP085 - Briyand Circle,534.1,750.6,151.3,0.00133
"BTP083 - AS Char Street, Mysore Road","BTP089 - Police Quarters, Sultan Road",1325.5,1592.8,195.7,0.000627
"BTP083 - AS Char Street, Mysore Road",BTP105 - Shivasankara Circle,1061.9,1886.6,248.0,0.00053
"BTP083 - AS Char Street, Mysore Road",BTP212 - Minto Junction,755.5,1490.5,206.3,0.00067
"BTP083 - AS Char Street, Mysore Road",BTP075 - Police Corner,1314.6,2188.6,237.3,0.000457
"BTP083 - AS Char Street, Mysore Road",BTP193 - Vasavi Circle,1869.7,2447.9,294.7,0.000408
"BTP083 - AS Char Street, Mysore Road",BTP120 - Lalbagh Main Gate Junction,1751.3,2308.3,313.5,0.000433
"BTP083 - AS Char Street, Mysore Road",BTP077 - Halasuru Gate Junction,1369.5,1963.3,217.9,0.000509
"BTP083 - AS Char Street, Mysore Road",BTP217 - Baleyele Junction,1142.4,1617.0,215.3,0.000618
"BTP083 - AS Char Street, Mysore Road",BTP107 - National College Junction,1951.7,3181.7,364.0,0.000314
"BTP083 - AS Char Street, Mysore Road",BTP213 - Royan Circle,928.1,1159.0,150.6,0.000862
"BTP163 - 16th Main Road, BTM Layout",BTP130 - GD Mara Junction,1135.8,1584.4,362.5,0.000631
"BTP163 - 16th Main Road, BTM Layout",BTP140 - Madiwala Check Post,1992.8,2471.2,384.4,0.000404
"BTP163 - 16th Main Road, BTM Layout",BTP137 - Madiwala Traffic PS Junction,1540.0,2942.1,403.6,0.00034
"BTP163 - 16th Main Road, BTM Layout",BTP222 - Delmia Circle,1994.8,3054.8,425.9,0.000327
"BTP163 - 16th Main Road, BTM Layout",BTP181 - Bileka Halli Junction,1653.2,3313.1,497.0,0.000302
"BTP163 - 16th Main Road, BTM Layout","BTP164 - 29th Main Road, BTM Layout",749.8,1136.2,222.7,0.000879
"BTP163 - 16th Main Road, BTM Layout","BTP202 - East End Main Road, Jayanagar",1270.8,1868.8,302.1,0.000535
"BTP163 - 16th Main Road, BTM Layout",BTP138 - Sarjapur Road Check Post,1623.4,2499.4,398.7,0.0004
"BTP163 - 16th Main Road, BTM Layout","BTP127 - Sagar Hospital, Jayanagar",1820.1,2728.3,458.1,0.000366
"BTP163 - 16th Main Road, BTM Layout",BTP128 - Gorappanapalya Junction,1068.9,2196.9,335.3,0.000455
"BTP163 - 16th Main Road, BTM Layout","BTP179 - 9th Block, 28th Main, Jayanagar",1472.2,1635.0,249.4,0.000611
"BTP163 - 16th Main Road, BTM Layout","BTP198 - 9th Cross, 8th Main, JP Nagar",1480.6,2368.7,353.2,0.000422
BTP220 - Puttanna Junction,"BTP226 - 33rd Cross, 11th Main, Jayanagar",444.6,644.4,105.5,0.001549
BTP220 - Puttanna Junction,BTP218 - Syndicate Bank Junction,671.1,1410.2,198.3,0.000709
BTP220 - Puttanna Junction,BTP225 - Geetha Junction,334.8,998.8,134.0,0.001
BTP220 - Puttanna Junction,BTP219 - Canara Bank Junction,317.8,862.3,143.3,0.001158
BTP220 - Puttanna Junction,"BTP115 - Sahasra Hospital, Jayanagar",1614.7,2201.9,254.4,0.000454
BTP220 - Puttanna Junction,"BTP197 - 9th Cross, 24th Main, JP Nagar",1953.4,2312.6,278.4,0.000432
BTP220 - Puttanna Junction,"BTP113 - 27th Cross, Pai Vista, KR Road",1640.4,2055.0,275.9,0.000486
BTP220 - Puttanna Junction,"BTP177 - Aurobindo Circle, ORR",1385.2,1766.9,211.2,0.000566
BTP220 - Puttanna Junction,BTP109 - Dewan Madhava Rao Junction,1747.9,2316.2,297.2,0.000432
BTP220 - Puttanna Junction,"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",1372.6,1837.4,228.3,0.000544
BTP220 - Puttanna Junction,"BTP191 - 40th Cross, 4th Main, Jayanagar",974.0,1321.0,175.0,0.000756
BTP220 - Puttanna Junction,BTP216 - Yediyur Junction,1209.0,1681.2,230.5,0.000594
BTP220 - Puttanna Junction,"BTP186 - 9th Cross, 4th Main, Jayanagar",1166.0,1471.1,262.9,0.000679
BTP220 - Puttanna Junction,"BTP190 - 36th Cross, 4th Main, Jayanagar",716.0,968.4,156.3,0.001032
BTP220 - Puttanna Junction,BTP187 - South End Circle,961.1,1490.0,200.2,0.000671
BTP220 - Puttanna Junction,"BTP189 - New Diagonal Road, Jayanagar",244.9,308.5,47.1,0.003231
BTP220 - Puttanna Junction,"BTP114 - KR Road Junction, Near JSS",999.5,1362.6,229.2,0.000733
BTP220 - Puttanna Junction,"BTP127 - Sagar Hospital, Jayanagar",1674.5,2139.5,347.2,0.000467
BTP220 - Puttanna Junction,"BTP110 - Bharathi Nursing Home, Basavanagudi",1487.2,2095.6,276.4,0.000477
BTP220 - Puttanna Junction,"BTP179 - 9th Block, 28th Main, Jayanagar",1874.1,2693.3,297.2,0.000371
BTP220 - Puttanna Junction,"BTP188 - 27th Cross, 4th Main, Jayanagar",262.0,348.8,56.4,0.002859
BTP220 - Puttanna Junction,BTP185 - RV Teachers College,1764.9,2942.8,346.5,0.00034
BTP220 - Puttanna Junction,"BTP178 - 18th Main, Marenahalli",1515.9,2770.4,313.1,0.000361
BTP220 - Puttanna Junction,"BTP112 - 14th Cross, KR Road",1044.0,1350.9,201.8,0.00074
BTP082 - KR Market Junction,BTP058 - Subbanna Junction,1630.5,3406.0,381.6,0.000294
BTP082 - KR Market Junction,BTP064 - Devanga Hostel Junction,1385.0,2775.7,298.1,0.00036
BTP082 - KR Market Junction,BTP045 - Danvanthri Road Junction,1430.5,3353.9,386.3,0.000298
BTP082 - KR Market Junction,BTP048 - Shanthala Junction,1561.2,3778.5,405.9,0.000265
BTP082 - KR Market Junction,"BTP080 - NR Road, SP Road Junction",642.3,675.4,77.6,0.001478
BTP082 - KR Market Junction,"BTP168 - MSR Building, JC Road",844.6,1316.6,193.4,0.000759
BTP082 - KR Market Junction,BTP104 - Medical College Circle,544.8,2071.6,248.2,0.000482
BTP082 - KR Market Junction,BTP119 - Minerva Circle,1085.0,2114.5,324.6,0.000473
BTP082 - KR Market Junction,BTP121 - KH Circle,1994.8,3355.8,355.4,0.000298
BTP082 - KR Market Junction,BTP118 - Basappa Circle,696.7,2114.5,217.7,0.000473
BTP082 - KR Market Junction,BTP076 - Hudson Circle,1316.1,1538.1,152.4,0.00065
BTP082 - KR Market Junction,BTP079 - Town Hall Junction,818.7,919.8,121.7,0.001086
BTP082 - KR Market Junction,BTP180 - Swagath Poornima Theatre,1177.4,2060.2,221.0,0.000485
BTP082 - KR Market Junction,BTP192 - Urvashi Theater,1297.1,2467.2,254.6,0.000405
BTP082 - KR Market Junction,BTP037 - KR Circle,1681.8,3641.2,381.3,0.000275
BTP082 - KR Market Junction,BTP103 - Shanti Nagar TTMC,1950.6,3247.2,337.3,0.000308
BTP082 - KR Market Junction,BTP167 - JC Road Junction,811.1,1525.0,231.3,0.000655
BTP082 - KR Market Junction,BTP078 - NR Square Junction,899.4,1068.9,128.0,0.000935
BTP082 - KR Market Junction,BTP106 - VV Puram College,1320.4,3213.3,364.1,0.000311
BTP082 - KR Market Junction,BTP085 - Briyand Circle,859.6,2558.8,326.5,0.000391
BTP082 - KR Market Junction,"BTP089 - Police Quarters, Sultan Road",1533.9,3220.2,340.8,0.00031
BTP082 - KR Market Junction,BTP105 - Shivasankara Circle,900.3,2698.8,306.0,0.00037
BTP082 - KR Market Junction,BTP212 - Minto Junction,780.0,2742.9,299.3,0.000364
BTP082 - KR Market Junction,BTP075 - Police Corner,1096.2,1540.1,148.6,0.000649
BTP082 - KR Market Junction,"BTP102 - BMTC Junction, KH Road",1968.2,3015.5,325.8,0.000332
BTP082 - KR Market Junction,BTP193 - Vasavi Circle,1627.0,3260.1,352.7,0.000307
BTP082 - KR Market Junction,BTP184 - Lalbagh West Gate,1806.2,3659.2,378.8,0.000273
BTP082 - KR Market Junction,BTP120 - Lalbagh Main Gate Junction,1387.7,2836.0,293.8,0.000352
BTP082 - KR Market Junction,BTP077 - Halasuru Gate Junction,1094.0,1314.8,129.2,0.00076
BTP082 - KR Market Junction,BTP203 - RRMR Junction,1804.1,2954.9,297.2,0.000338
BTP082 - KR Market Junction,BTP217 - Baleyele Junction,1151.7,3241.5,324.6,0.000308
BTP082 - KR Market Junction,BTP107 - National College Junction,1781.8,4304.5,459.3,0.000232
BTP082 - KR Market Junction,BTP213 - Royan Circle,1062.3,2783.5,259.9,0.000359
BTP058 - Subbanna Junction,BTP045 - Danvanthri Road Junction,472.5,690.6,118.8,0.001446
BTP058 - Subbanna Junction,BTP048 - Shanthala Junction,886.8,1751.9,219.8,0.00057
BTP058 - Subbanna Junction,BTP054 - Shivananda Circle,805.9,1112.3,150.6,0.000898
BTP058 - Subbanna Junction,"BTP080 - NR Road, SP Road Junction",1698.0,3190.0,386.7,0.000313
BTP058 - Subbanna Junction,BTP166 - Coffee Board Junction,1820.8,3131.5,381.4,0.000319
BTP058 - Subbanna Junction,BTP076 - Hudson Circle,1644.1,2696.8,310.1,0.000371
BTP058 - Subbanna Junction,BTP079 - Town Hall Junction,1721.1,3525.3,420.1,0.000284
BTP058 - Subbanna Junction,BTP074 - Leprosy Hospital Junction,1861.2,3458.0,413.5,0.000289
BTP058 - Subbanna Junction,BTP037 - KR Circle,897.3,1509.6,179.5,0.000662
BTP058 - Subbanna Junction,BTP078 - NR Square Junction,1634.6,3674.4,426.4,0.000272
BTP058 - Subbanna Junction,BTP047 - Vidhan Soudha Metro Station,1503.6,2486.0,373.8,0.000402
BTP058 - Subbanna Junction,BTP041 - Gopal Gowda Circle,1271.9,2138.0,256.1,0.000468
BTP058 - Subbanna Junction,"BTP033 - Sophia High School, Sankey Road",1669.8,2583.2,285.1,0.000387
BTP058 - Subbanna Junction,BTP052 - CID Carlton House Junction,992.3,1861.6,240.1,0.000537
BTP058 - Subbanna Junction,BTP085 - Briyand Circle,1749.8,2510.4,310.3,0.000398
BTP058 - Subbanna Junction,BTP036 - Police Thimmaiah Circle (GPO),1711.9,3444.2,377.3,0.00029
BTP058 - Subbanna Junction,BTP075 - Police Corner,1400.8,2685.9,315.7,0.000372
BTP058 - Subbanna Junction,BTP077 - Halasuru Gate Junction,1633.5,2854.4,331.6,0.00035
BTP058 - Subbanna Junction,BTP053 - Three Let Junction,638.1,1374.7,167.8,0.000727
BTP058 - Subbanna Junction,BTP035 - Basaweshwara Circle (LH) Junction,1202.5,1973.1,231.1,0.000507
BTP064 - Devanga Hostel Junction,"BTP123 - 10th Cross, Wilson Garden",1976.8,2724.4,310.9,0.000367
BTP064 - Devanga Hostel Junction,"BTP080 - NR Road, SP Road Junction",753.0,1765.0,254.6,0.000566
BTP064 - Devanga Hostel Junction,"BTP168 - MSR Building, JC Road",632.5,1725.7,207.6,0.000579
BTP064 - Devanga Hostel Junction,BTP104 - Medical College Circle,1482.8,2848.0,374.4,0.000351
BTP064 - Devanga Hostel Junction,BTP119 - Minerva Circle,1330.4,2683.4,296.2,0.000373
BTP064 - Devanga Hostel Junction,BTP121 - KH Circle,1210.8,1871.3,205.0,0.000534
BTP064 - Devanga Hostel Junction,BTP118 - Basappa Circle,1430.1,2890.9,343.9,0.000346
BTP064 - Devanga Hostel Junction,BTP172 - Nanjappa Circle,1044.9,1281.1,191.1,0.00078
BTP064 - Devanga Hostel Junction,"BTP099 - Cash Pharmacy, Residency Road",1331.9,2942.8,303.4,0.00034
BTP064 - Devanga Hostel Junction,BTP076 - Hudson Circle,600.8,1269.2,197.3,0.000787
BTP064 - Devanga Hostel Junction,BTP079 - Town Hall Junction,597.6,1716.8,256.7,0.000582
BTP064 - Devanga Hostel Junction,BTP180 - Swagath Poornima Theatre,377.1,1454.1,169.5,0.000687
BTP064 - Devanga Hostel Junction,BTP192 - Urvashi Theater,809.4,1861.2,203.1,0.000537
BTP064 - Devanga Hostel Junction,BTP100 - Richmond Circle,906.5,1281.6,171.1,0.00078
BTP064 - Devanga Hostel Junction,BTP037 - KR Circle,1577.4,3372.4,426.2,0.000296
BTP064 - Devanga Hostel Junction,BTP103 - Shanti Nagar TTMC,1002.5,1541.6,167.3,0.000648
BTP064 - Devanga Hostel Junction,"BTP101 - Blood Bank Circle, KH Road",685.4,714.8,83.4,0.001397
BTP064 - Devanga Hostel Junction,BTP167 - JC Road Junction,1059.8,2301.4,319.4,0.000434
BTP064 - Devanga Hostel Junction,BTP078 - NR Square Junction,599.6,1866.0,263.0,0.000536
BTP064 - Devanga Hostel Junction,BTP122 - Siddapura Junction,1624.2,2334.9,260.4,0.000428
BTP064 - Devanga Hostel Junction,BTP047 - Vidhan Soudha Metro Station,1922.7,3190.9,527.8,0.000313
BTP064 - Devanga Hostel Junction,BTP041 - Gopal Gowda Circle,1619.8,2499.7,373.9,0.0004
BTP064 - Devanga Hostel Junction,BTP106 - VV Puram College,1998.7,3983.3,464.3,0.000251
BTP064 - Devanga Hostel Junction,BTP105 - Shivasankara Circle,1824.5,3404.7,398.3,0.000294
BTP064 - Devanga Hostel Junction,BTP075 - Police Corner,784.9,1271.2,193.5,0.000786
BTP064 - Devanga Hostel Junction,"BTP102 - BMTC Junction, KH Road",871.6,1354.0,154.7,0.000738
BTP064 - Devanga Hostel Junction,BTP184 - Lalbagh West Gate,1907.3,3053.2,327.3,0.000327
BTP064 - Devanga Hostel Junction,BTP120 - Lalbagh Main Gate Junction,1130.9,2230.0,242.3,0.000448
BTP064 - Devanga Hostel Junction,BTP077 - Halasuru Gate Junction,549.4,1046.0,168.2,0.000955
BTP064 - Devanga Hostel Junction,BTP203 - RRMR Junction,658.9,1404.2,159.1,0.000712
"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",BTP208 - Havanur Circle,1871.4,2703.5,399.2,0.00037
"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road","BTP024 - NPS, Vijayanagar",1314.2,2007.1,266.2,0.000498
"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road","BTP210 - 50th cross, 12th Main , Rajajinagar",760.6,882.5,172.8,0.001132
"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",BTP207 - 8th Main Road Basaveshwara Nagar,1671.7,2133.5,402.1,0.000468
"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road","BTP062 - Basava Mantapa, Dr. Rajkumar Road",1535.4,1780.5,292.4,0.000561
"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road","BTP001 - 10th Cross, Dr. Rajkumar Road",1572.4,2044.0,261.6,0.000489
"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",BTP061 - Bhashyam Circle,946.4,1052.0,210.9,0.00095
"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",BTP023 - Mahalaxmi Layout Entrance,1770.2,2404.0,338.3,0.000416
"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",BTP010 - Rajajinagar Entrance,1442.4,2340.2,304.1,0.000427
"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road","BTP182 - 19th Main Junction, Rajajinagar",671.1,1185.1,168.5,0.000843
"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road","BTP026 - 1st Block Junction, Rajajinagar",1051.6,1574.1,227.4,0.000635
"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road","BTP204 - ESI Hospital, Rajajinagar",371.0,589.7,125.5,0.001693
"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road","BTP170 - Dr. Bheem Rao Palace, Chord Road",462.4,652.1,123.4,0.001531
"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",BTP008 - Navarang Theatre,538.8,1250.3,177.2,0.000799
"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road","BTP015 - Suguna Hospital, Dr. Rajkumar Road",908.4,2348.6,297.2,0.000426
"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",BTP018 - Dhobi Ghat Junction,801.7,1736.3,238.5,0.000576
"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road","BTP206 - Shankara Mutt Circle, Vijayanagar",1447.9,2180.3,317.5,0.000458
"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",BTP006 - Navarang Bar Junction,511.0,717.5,143.9,0.001392
"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",BTP009 - Prakash Nagar Junction,436.2,793.7,133.0,0.001258
"BTP123 - 10th Cross, Wilson Garden",BTP126 - Dairy Circle,1238.7,3090.2,351.4,0.000323
"BTP123 - 10th Cross, Wilson Garden",BTP218 - Syndicate Bank Junction,1782.5,3120.2,432.3,0.00032
"BTP123 - 10th Cross, Wilson Garden",BTP119 - Minerva Circle,1980.8,2740.8,384.7,0.000365
"BTP123 - 10th Cross, Wilson Garden",BTP121 - KH Circle,897.0,1586.0,251.1,0.00063
"BTP123 - 10th Cross, Wilson Garden",BTP134 - Mico Bande,702.5,1339.5,184.4,0.000746
"BTP123 - 10th Cross, Wilson Garden",BTP132 - Anepalya Junction,1310.9,1958.3,329.1,0.00051
"BTP123 - 10th Cross, Wilson Garden",BTP172 - Nanjappa Circle,1784.5,3029.3,457.6,0.00033
"BTP123 - 10th Cross, Wilson Garden",BTP180 - Swagath Poornima Theatre,1867.1,3147.5,424.6,0.000318
"BTP123 - 10th Cross, Wilson Garden",BTP192 - Urvashi Theater,1596.3,2325.0,396.0,0.00043
"BTP123 - 10th Cross, Wilson Garden",BTP100 - Richmond Circle,1883.0,3029.9,437.6,0.00033
"BTP123 - 10th Cross, Wilson Garden",BTP103 - Shanti Nagar TTMC,999.4,1292.1,225.0,0.000773
"BTP123 - 10th Cross, Wilson Garden",BTP136 - Hosur-Tavarkere Road Junction,1866.4,2408.6,287.3,0.000415
"BTP123 - 10th Cross, Wilson Garden","BTP101 - Blood Bank Circle, KH Road",1773.1,2463.1,349.9,0.000406
"BTP123 - 10th Cross, Wilson Garden",BTP122 - Siddapura Junction,444.1,1042.7,212.9,0.000958
"BTP123 - 10th Cross, Wilson Garden","BTP186 - 9th Cross, 4th Main, Jayanagar",1599.6,2865.0,488.5,0.000349
"BTP123 - 10th Cross, Wilson Garden",BTP187 - South End Circle,1810.6,3359.3,481.2,0.000298
"BTP123 - 10th Cross, Wilson Garden","BTP102 - BMTC Junction, KH Road",1106.3,3046.1,417.4,0.000328
"BTP123 - 10th Cross, Wilson Garden",BTP133 - Adugodi Junction,1434.5,1999.0,268.3,0.0005
"BTP123 - 10th Cross, Wilson Garden",BTP184 - Lalbagh West Gate,1743.3,3110.5,416.4,0.000321
"BTP123 - 10th Cross, Wilson Garden",BTP120 - Lalbagh Main Gate Junction,1550.6,2287.3,331.4,0.000437
"BTP123 - 10th Cross, Wilson Garden",BTP185 - RV Teachers College,1669.3,3539.5,460.8,0.000282
BTP141 - Palmgroove Junction,BTP211 - Central Street Junction,1998.7,3150.4,351.2,0.000317
BTP141 - Palmgroove Junction,BTP172 - Nanjappa Circle,1685.3,2360.3,337.9,0.000423
BTP141 - Palmgroove Junction,"BTP099 - Cash Pharmacy, Residency Road",1432.4,2287.1,253.7,0.000437
BTP141 - Palmgroove Junction,BTP100 - Richmond Circle,1759.1,2015.4,240.6,0.000496
BTP141 - Palmgroove Junction,BTP142 - Lower Agram Road Junction,751.2,1690.8,251.8,0.000591
BTP141 - Palmgroove Junction,BTP143 - ASC Junction,690.6,2321.9,271.9,0.00043
BTP141 - Palmgroove Junction,BTP144 - Commando Hospital Junction,1396.1,3160.2,387.3,0.000316
BTP155 - Katriguppe Junction,BTP154 - Itmadu Junction,568.5,1140.1,158.4,0.000876
BTP155 - Katriguppe Junction,BTP158 - Devegowda Petrol Bunk,1199.9,1419.1,140.3,0.000704
BTP155 - Katriguppe Junction,BTP156 - Kamakya Junction,453.9,654.6,73.6,0.001525
BTP126 - Dairy Circle,BTP218 - Syndicate Bank Junction,1963.5,2826.8,390.0,0.000354
BTP126 - Dairy Circle,BTP134 - Mico Bande,995.6,1118.5,138.4,0.000893
BTP126 - Dairy Circle,BTP132 - Anepalya Junction,1684.5,2307.6,303.4,0.000433
BTP126 - Dairy Circle,BTP135 - UCO Bank Junction,1365.6,2369.1,310.4,0.000422
BTP126 - Dairy Circle,BTP140 - Madiwala Check Post,1275.4,1657.4,191.0,0.000603
BTP126 - Dairy Circle,BTP136 - Hosur-Tavarkere Road Junction,705.3,1297.3,174.5,0.00077
BTP126 - Dairy Circle,BTP122 - Siddapura Junction,1664.3,1908.3,221.4,0.000524
BTP126 - Dairy Circle,BTP138 - Sarjapur Road Check Post,1898.8,2279.1,257.6,0.000439
BTP126 - Dairy Circle,BTP133 - Adugodi Junction,878.1,1778.0,222.3,0.000562
BTP126 - Dairy Circle,"BTP127 - Sagar Hospital, Jayanagar",1077.9,1747.1,258.4,0.000572
BTP126 - Dairy Circle,BTP128 - Gorappanapalya Junction,1823.9,1936.5,229.5,0.000516
BTP045 - Danvanthri Road Junction,BTP048 - Shanthala Junction,437.3,1237.8,175.9,0.000807
